hhid,sectionn1,sectionn3,sectionn4,sectionn5
232,modern chair,no,,
232,modern table,no,,
232,radio,no,,
232,television,no,,
232,electric fan,no,,
232,mobile phone,no,,
232,bicycle,no,,
232,motorbike,no,,
232,car or truck,no,,
232,grain mill house,no,,
232,sewing machine,no,,
233,axe(metrebia),yes,2,60
233,pick-axe (doma),no,,
233,sickle,yes,2,120
233,plough (include all related parts),yes,2,600
233,yoke,no,,
233,hay fork,yes,2,160
233,shovel,yes,1,50
233,hoe,yes,1,50
233,winnower,yes,1,30
233,horse/donkey cart for agriculture,no,,
233,water pump,no,,
233,tractor/hand-held motorized tiller,no,,
233,chemical sprayer (mercha),no,,
233,improved charcoal/wood stove,no,,
233,kerosene stove,no,,
233,modern bed,yes,1,1000
233,sofa/couch,no,,
233,modern chair,no,,
233,modern table,no,,
233,radio,yes,1,1000
233,television,no,,
233,electric fan,no,,
233,mobile phone,no,,
233,bicycle,no,,
233,motorbike,no,,
233,car or truck,no,,
233,grain mill house,no,,
233,sewing machine,no,,
234,axe(metrebia),yes,2,100
234,pick-axe (doma),yes,1,40
234,sickle,yes,3,200
234,plough (include all related parts),yes,3,180
234,yoke,yes,3,90
234,hay fork,yes,3,120
234,shovel,yes,1,40
234,hoe,yes,1,25
234,winnower,yes,1,80
234,horse/donkey cart for agriculture,no,,
234,water pump,no,,
234,tractor/hand-held motorized tiller,no,,
234,chemical sprayer (mercha),yes,1,800
234,improved charcoal/wood stove,no,,
234,kerosene stove,no,,
234,modern bed,no,,
234,sofa/couch,no,,
234,modern chair,no,,
234,modern table,no,,
234,radio,no,,
234,television,no,,
234,electric fan,no,,
234,mobile phone,no,,
234,bicycle,no,,
234,motorbike,no,,
234,car or truck,no,,
234,grain mill house,no,,
234,sewing machine,no,,
235,axe(metrebia),yes,4,150
235,pick-axe (doma),no,,
235,sickle,yes,2,90
235,plough (include all related parts),yes,2,600
235,yoke,yes,2,90
235,hay fork,yes,1,45
235,shovel,yes,1,50
235,hoe,yes,1,30
235,winnower,no,,
235,horse/donkey cart for agriculture,no,,
235,water pump,no,,
235,tractor/hand-held motorized tiller,no,,
235,chemical sprayer (mercha),no,,
235,improved charcoal/wood stove,no,,
235,kerosene stove,no,,
235,modern bed,yes,1,1000
235,sofa/couch,no,,
235,modern chair,no,,
235,modern table,no,,
235,radio,yes,1,160
235,television,no,,
235,electric fan,no,,
235,mobile phone,yes,2,900
235,bicycle,no,,
235,motorbike,no,,
235,car or truck,no,,
235,grain mill house,no,,
235,sewing machine,no,,
236,axe(metrebia),yes,2,50
236,pick-axe (doma),no,,
236,sickle,yes,2,140
236,plough (include all related parts),yes,1,40
236,yoke,yes,1,25
236,hay fork,yes,1,30
236,shovel,yes,1,40
236,hoe,no,,
236,winnower,yes,1,15
236,horse/donkey cart for agriculture,no,,
236,water pump,no,,
236,tractor/hand-held motorized tiller,no,,
236,chemical sprayer (mercha),no,,
236,improved charcoal/wood stove,no,,
236,kerosene stove,no,,
236,modern bed,no,,
236,sofa/couch,no,,
236,modern chair,no,,
236,modern table,no,,
236,radio,no,,
236,television,no,,
236,electric fan,no,,
236,mobile phone,no,,
236,bicycle,no,,
236,motorbike,no,,
236,car or truck,no,,
236,grain mill house,no,,
236,sewing machine,no,,
237,axe(metrebia),yes,4,300
237,pick-axe (doma),yes,1,50
237,sickle,yes,4,200
237,plough (include all related parts),yes,6,480
237,yoke,yes,6,600
237,hay fork,yes,4,320
237,shovel,yes,1,35
237,hoe,yes,1,70
237,winnower,yes,1,200
237,horse/donkey cart for agriculture,yes,1,3000
237,water pump,no,,
237,tractor/hand-held motorized tiller,no,,
237,chemical sprayer (mercha),yes,1,2000
237,improved charcoal/wood stove,yes,1,80
237,kerosene stove,no,,
237,modern bed,yes,1,2500
237,sofa/couch,no,,
237,modern chair,yes,15,180
237,modern table,no,,
237,radio,yes,1,250
237,television,no,,
237,electric fan,no,,
237,mobile phone,yes,5,3000
237,bicycle,no,,
237,motorbike,no,,
237,car or truck,no,,
237,grain mill house,no,,
237,sewing machine,no,,
238,axe(metrebia),yes,3,60
238,pick-axe (doma),yes,1,50
238,sickle,yes,2,120
238,plough (include all related parts),yes,2,300
238,yoke,yes,2,140
238,hay fork,yes,1,70
238,shovel,no,,
238,hoe,no,,
238,winnower,no,,
238,horse/donkey cart for agriculture,no,,
238,water pump,no,,
238,tractor/hand-held motorized tiller,no,,
238,chemical sprayer (mercha),no,,
238,improved charcoal/wood stove,no,,
238,kerosene stove,no,,
238,modern bed,yes,1,1200
238,sofa/couch,no,,
238,modern chair,no,,
238,modern table,no,,
238,radio,yes,1,500
238,television,yes,1,1800
238,electric fan,no,,
238,mobile phone,no,,
238,bicycle,no,,
238,motorbike,no,,
238,car or truck,no,,
238,grain mill house,no,,
238,sewing machine,no,,
239,axe(metrebia),yes,4,200
239,pick-axe (doma),yes,10,600
239,sickle,yes,3,225
239,plough (include all related parts),yes,5,2000
239,yoke,yes,5,600
239,hay fork,no,,
239,shovel,yes,2,200
239,hoe,yes,6,180
239,winnower,yes,2,360
239,horse/donkey cart for agriculture,no,,
239,water pump,no,,
239,tractor/hand-held motorized tiller,no,,
239,chemical sprayer (mercha),no,,
239,improved charcoal/wood stove,no,,
239,kerosene stove,no,,
239,modern bed,yes,1,1800
239,sofa/couch,yes,6,9000
239,modern chair,yes,6,3000
239,modern table,no,,
239,radio,yes,1,800
239,television,no,,
239,electric fan,no,,
239,mobile phone,yes,1,2200
239,bicycle,no,,
239,motorbike,no,,
239,car or truck,no,,
239,grain mill house,no,,
239,sewing machine,no,,
240,axe(metrebia),yes,2,80
240,pick-axe (doma),yes,1,30
240,sickle,yes,4,1600
240,plough (include all related parts),yes,2,1600
240,yoke,yes,2,60
240,hay fork,yes,1,70
240,shovel,yes,1,60
240,hoe,no,,
240,winnower,yes,1,100
240,horse/donkey cart for agriculture,no,,
240,water pump,no,,
240,tractor/hand-held motorized tiller,no,,
240,chemical sprayer (mercha),no,,
240,improved charcoal/wood stove,no,,
240,kerosene stove,no,,
240,modern bed,yes,1,300
240,sofa/couch,no,,
240,modern chair,no,,
240,modern table,no,,
240,radio,no,,
240,television,no,,
240,electric fan,no,,
240,mobile phone,no,,
240,bicycle,no,,
240,motorbike,no,,
240,car or truck,no,,
240,grain mill house,no,,
240,sewing machine,no,,
241,axe(metrebia),yes,1,40
241,pick-axe (doma),yes,1,20
241,sickle,yes,2,80
241,plough (include all related parts),yes,2,140
241,yoke,yes,2,100
241,hay fork,yes,1,50
241,shovel,yes,1,70
241,hoe,yes,1,70
241,winnower,yes,1,60
241,horse/donkey cart for agriculture,no,,
241,water pump,no,,
241,tractor/hand-held motorized tiller,no,,
241,chemical sprayer (mercha),no,,
241,improved charcoal/wood stove,no,,
241,kerosene stove,no,,
241,modern bed,yes,1,500
241,sofa/couch,no,,
241,modern chair,no,,
241,modern table,yes,1,200
241,radio,no,,
241,television,no,,
241,electric fan,no,,
241,mobile phone,no,,
241,bicycle,no,,
241,motorbike,no,,
241,car or truck,no,,
241,grain mill house,no,,
241,sewing machine,no,,
242,axe(metrebia),yes,2,120
242,pick-axe (doma),yes,2,80
242,sickle,yes,2,60
242,plough (include all related parts),yes,2,120
242,yoke,yes,2,160
242,hay fork,yes,1,70
242,shovel,no,,
242,hoe,yes,2,100
242,winnower,yes,2,120
242,horse/donkey cart for agriculture,no,,
242,water pump,no,,
242,tractor/hand-held motorized tiller,no,,
242,chemical sprayer (mercha),no,,
242,improved charcoal/wood stove,no,,
242,kerosene stove,no,,
242,modern bed,no,,
242,sofa/couch,no,,
242,modern chair,no,,
242,modern table,no,,
242,radio,yes,1,600
242,television,no,,
242,electric fan,no,,
242,mobile phone,no,,
242,bicycle,no,,
242,motorbike,no,,
242,car or truck,no,,
242,grain mill house,no,,
242,sewing machine,no,,
243,axe(metrebia),yes,1,30
243,pick-axe (doma),yes,1,25
243,sickle,yes,3,150
243,plough (include all related parts),yes,2,140
243,yoke,yes,2,100
243,hay fork,yes,1,50
243,shovel,yes,1,40
243,hoe,no,,
243,winnower,yes,2,100
243,horse/donkey cart for agriculture,no,,
243,water pump,no,,
243,tractor/hand-held motorized tiller,no,,
243,chemical sprayer (mercha),yes,1,500
243,improved charcoal/wood stove,no,,
243,kerosene stove,no,,
243,modern bed,yes,1,300
243,sofa/couch,no,,
243,modern chair,no,,
243,modern table,no,,
243,radio,yes,1,100
243,television,no,,
243,electric fan,no,,
243,mobile phone,no,,
243,bicycle,no,,
243,motorbike,no,,
243,car or truck,no,,
243,grain mill house,no,,
243,sewing machine,no,,
244,axe(metrebia),yes,2,20
244,pick-axe (doma),no,,
244,sickle,yes,2,60
244,plough (include all related parts),yes,2,100
244,yoke,yes,2,100
244,hay fork,no,,
244,shovel,yes,1,40
244,hoe,no,,
244,winnower,yes,2,80
244,horse/donkey cart for agriculture,yes,1,2000
244,water pump,no,,
244,tractor/hand-held motorized tiller,no,,
244,chemical sprayer (mercha),yes,1,30
244,improved charcoal/wood stove,no,,
244,kerosene stove,no,,
244,modern bed,no,,
244,sofa/couch,no,,
244,modern chair,no,,
244,modern table,no,,
244,radio,yes,1,30
244,television,no,,
244,electric fan,no,,
244,mobile phone,yes,1,200
244,bicycle,no,,
244,motorbike,no,,
244,car or truck,no,,
244,grain mill house,no,,
244,sewing machine,no,,
245,axe(metrebia),yes,1,45
245,pick-axe (doma),yes,1,15
245,sickle,yes,2,60
245,plough (include all related parts),yes,1,25
245,yoke,yes,1,20
245,hay fork,yes,1,35
245,shovel,no,,
245,hoe,no,,
245,winnower,yes,1,30
245,horse/donkey cart for agriculture,no,,
245,water pump,no,,
245,tractor/hand-held motorized tiller,no,,
245,chemical sprayer (mercha),no,,
245,improved charcoal/wood stove,no,,
245,kerosene stove,no,,
245,modern bed,no,,
245,sofa/couch,no,,
245,modern chair,no,,
245,modern table,no,,
245,radio,yes,1,100
245,television,no,,
245,electric fan,no,,
245,mobile phone,yes,1,400
245,bicycle,no,,
245,motorbike,no,,
245,car or truck,no,,
245,grain mill house,no,,
245,sewing machine,no,,
246,axe(metrebia),yes,1,100
246,pick-axe (doma),yes,1,50
246,sickle,yes,1,50
246,plough (include all related parts),yes,1,100
246,yoke,yes,1,100
246,hay fork,yes,1,130
246,shovel,no,,
246,hoe,yes,1,100
246,winnower,yes,1,50
246,horse/donkey cart for agriculture,no,,
246,water pump,no,,
246,tractor/hand-held motorized tiller,no,,
246,chemical sprayer (mercha),yes,1,400
246,improved charcoal/wood stove,no,,
246,kerosene stove,no,,
246,modern bed,yes,1,600
246,sofa/couch,no,,
246,modern chair,no,,
246,modern table,no,,
246,radio,yes,1,200
246,television,no,,
246,electric fan,no,,
246,mobile phone,yes,1,450
246,bicycle,no,,
246,motorbike,no,,
246,car or truck,no,,
246,grain mill house,no,,
246,sewing machine,no,,
247,axe(metrebia),yes,2,80
247,pick-axe (doma),yes,2,60
247,sickle,yes,4,120
247,plough (include all related parts),yes,3,150
247,yoke,yes,3,120
247,hay fork,yes,1,50
247,shovel,no,,
247,hoe,yes,2,120
247,winnower,yes,3,180
247,horse/donkey cart for agriculture,no,,
247,water pump,no,,
247,tractor/hand-held motorized tiller,no,,
247,chemical sprayer (mercha),yes,2,1200
247,improved charcoal/wood stove,yes,1,150
247,kerosene stove,no,,
247,modern bed,yes,2,1600
247,sofa/couch,no,,
247,modern chair,yes,4,200
247,modern table,yes,1,150
247,radio,yes,1,200
247,television,no,,
247,electric fan,no,,
247,mobile phone,yes,1,400
247,bicycle,no,,
247,motorbike,no,,
247,car or truck,no,,
247,grain mill house,no,,
247,sewing machine,no,,
248,axe(metrebia),yes,1,30
248,pick-axe (doma),yes,2,60
248,sickle,yes,2,80
248,plough (include all related parts),yes,2,150
248,yoke,yes,2,100
248,hay fork,yes,1,50
248,shovel,yes,1,70
248,hoe,yes,1,60
248,winnower,yes,1,70
248,horse/donkey cart for agriculture,no,,
248,water pump,no,,
248,tractor/hand-held motorized tiller,no,,
248,chemical sprayer (mercha),no,,
248,improved charcoal/wood stove,no,,
248,kerosene stove,no,,
248,modern bed,yes,2,2000
248,sofa/couch,no,,
248,modern chair,no,,
248,modern table,no,,
248,radio,yes,1,300
248,television,no,,
248,electric fan,no,,
248,mobile phone,no,,
248,bicycle,no,,
248,motorbike,no,,
248,car or truck,no,,
248,grain mill house,no,,
248,sewing machine,no,,
249,axe(metrebia),yes,2,80
249,pick-axe (doma),yes,1,30
249,sickle,yes,1,40
249,plough (include all related parts),yes,1,120
249,yoke,yes,1,20
249,hay fork,yes,1,40
249,shovel,yes,1,30
249,hoe,yes,1,20
249,winnower,yes,2,120
249,horse/donkey cart for agriculture,no,,
249,water pump,no,,
249,tractor/hand-held motorized tiller,no,,
249,chemical sprayer (mercha),no,,
249,improved charcoal/wood stove,yes,1,30
249,kerosene stove,no,,
249,modern bed,no,,
249,sofa/couch,no,,
249,modern chair,no,,
249,modern table,no,,
249,radio,no,,
249,television,no,,
249,electric fan,no,,
249,mobile phone,no,,
249,bicycle,no,,
249,motorbike,no,,
249,car or truck,no,,
249,grain mill house,no,,
249,sewing machine,no,,
250,axe(metrebia),yes,1,70
250,pick-axe (doma),no,,
250,sickle,yes,1,70
250,plough (include all related parts),yes,1,230
250,yoke,yes,1,60
250,hay fork,yes,2,120
250,shovel,no,,
250,hoe,no,,
250,winnower,yes,1,60
250,horse/donkey cart for agriculture,no,,
250,water pump,no,,
250,tractor/hand-held motorized tiller,no,,
250,chemical sprayer (mercha),yes,1,700
250,improved charcoal/wood stove,no,,
250,kerosene stove,no,,
250,modern bed,yes,1,1400
250,sofa/couch,no,,
250,modern chair,no,,
250,modern table,no,,
250,radio,yes,1,300
250,television,no,,
250,electric fan,no,,
250,mobile phone,no,,
250,bicycle,no,,
250,motorbike,no,,
250,car or truck,no,,
250,grain mill house,no,,
250,sewing machine,no,,
251,axe(metrebia),yes,1,50
251,pick-axe (doma),yes,1,20
251,sickle,yes,2,80
251,plough (include all related parts),yes,2,140
251,yoke,yes,2,80
251,hay fork,yes,1,50
251,shovel,no,,
251,hoe,no,,
251,winnower,yes,1,40
251,horse/donkey cart for agriculture,yes,1,700
251,water pump,no,,
251,tractor/hand-held motorized tiller,no,,
251,chemical sprayer (mercha),no,,
251,improved charcoal/wood stove,no,,
251,kerosene stove,no,,
251,modern bed,yes,1,1000
251,sofa/couch,no,,
251,modern chair,no,,
251,modern table,no,,
251,radio,yes,1,250
251,television,no,,
251,electric fan,no,,
251,mobile phone,yes,1,250
251,bicycle,no,,
251,motorbike,no,,
251,car or truck,no,,
251,grain mill house,no,,
251,sewing machine,no,,
252,axe(metrebia),yes,3,100
252,pick-axe (doma),yes,1,50
252,sickle,yes,1,80
252,plough (include all related parts),yes,1,200
252,yoke,yes,2,140
252,hay fork,yes,1,70
252,shovel,yes,1,80
252,hoe,yes,1,50
252,winnower,yes,2,120
252,horse/donkey cart for agriculture,no,,
252,water pump,no,,
252,tractor/hand-held motorized tiller,no,,
252,chemical sprayer (mercha),no,,
252,improved charcoal/wood stove,yes,1,40
252,kerosene stove,no,,
252,modern bed,no,,
252,sofa/couch,no,,
252,modern chair,no,,
252,modern table,no,,
252,radio,yes,1,220
252,television,no,,
252,electric fan,no,,
252,mobile phone,no,,
252,bicycle,no,,
252,motorbike,no,,
252,car or truck,no,,
252,grain mill house,no,,
252,sewing machine,no,,
253,axe(metrebia),yes,2,100
253,pick-axe (doma),yes,1,120
253,sickle,no,,
253,plough (include all related parts),yes,1,200
253,yoke,yes,2,150
253,hay fork,yes,2,100
253,shovel,yes,1,80
253,hoe,no,,
253,winnower,yes,4,400
253,horse/donkey cart for agriculture,no,,
253,water pump,no,,
253,tractor/hand-held motorized tiller,no,,
253,chemical sprayer (mercha),no,,
253,improved charcoal/wood stove,yes,1,100
253,kerosene stove,no,,
253,modern bed,no,,
253,sofa/couch,no,,
253,modern chair,no,,
253,modern table,no,,
253,radio,yes,1,250
253,television,no,,
253,electric fan,no,,
253,mobile phone,no,,
253,bicycle,yes,1,1300
253,motorbike,no,,
253,car or truck,no,,
253,grain mill house,no,,
253,sewing machine,no,,
254,axe(metrebia),yes,2,40
254,pick-axe (doma),yes,2,120
254,sickle,yes,1,80
254,plough (include all related parts),yes,1,180
254,yoke,yes,1,35
254,hay fork,yes,1,45
254,shovel,yes,1,30
254,hoe,yes,1,40
254,winnower,yes,2,120
254,horse/donkey cart for agriculture,no,,
254,water pump,no,,
254,tractor/hand-held motorized tiller,no,,
254,chemical sprayer (mercha),no,,
254,improved charcoal/wood stove,yes,1,40
254,kerosene stove,no,,
254,modern bed,no,,
254,sofa/couch,no,,
254,modern chair,no,,
254,modern table,no,,
254,radio,yes,1,120
254,television,no,,
254,electric fan,no,,
254,mobile phone,no,,
254,bicycle,no,,
254,motorbike,no,,
254,car or truck,no,,
254,grain mill house,no,,
254,sewing machine,no,,
255,axe(metrebia),yes,1,70
255,pick-axe (doma),yes,1,30
255,sickle,yes,2,100
255,plough (include all related parts),yes,3,90
255,yoke,yes,3,90
255,hay fork,yes,1,50
255,shovel,no,,
255,hoe,yes,1,45
255,winnower,yes,2,140
255,horse/donkey cart for agriculture,no,,
255,water pump,no,,
255,tractor/hand-held motorized tiller,no,,
255,chemical sprayer (mercha),yes,1,600
255,improved charcoal/wood stove,no,,
255,kerosene stove,no,,
255,modern bed,yes,1,3000
255,sofa/couch,no,,
255,modern chair,yes,4,200
255,modern table,no,,
255,radio,yes,1,300
255,television,no,,
255,electric fan,no,,
255,mobile phone,yes,1,300
255,bicycle,no,,
255,motorbike,no,,
255,car or truck,no,,
255,grain mill house,no,,
255,sewing machine,no,,
256,axe(metrebia),yes,3,180
256,pick-axe (doma),yes,1,50
256,sickle,yes,2,170
256,plough (include all related parts),yes,2,250
256,yoke,yes,2,200
256,hay fork,yes,2,180
256,shovel,yes,1,70
256,hoe,yes,2,120
256,winnower,yes,2,180
256,horse/donkey cart for agriculture,no,,
256,water pump,no,,
256,tractor/hand-held motorized tiller,no,,
256,chemical sprayer (mercha),no,,
256,improved charcoal/wood stove,yes,1,40
256,kerosene stove,no,,
256,modern bed,no,,
256,sofa/couch,no,,
256,modern chair,no,,
256,modern table,no,,
256,radio,yes,1,200
256,television,no,,
256,electric fan,no,,
256,mobile phone,no,,
256,bicycle,no,,
256,motorbike,no,,
256,car or truck,no,,
256,grain mill house,no,,
256,sewing machine,no,,
257,axe(metrebia),yes,2,120
257,pick-axe (doma),yes,3,180
257,sickle,yes,2,180
257,plough (include all related parts),yes,2,300
257,yoke,yes,2,160
257,hay fork,yes,1,80
257,shovel,yes,1,90
257,hoe,yes,1,40
257,winnower,yes,3,400
257,horse/donkey cart for agriculture,no,,
257,water pump,no,,
257,tractor/hand-held motorized tiller,no,,
257,chemical sprayer (mercha),no,,
257,improved charcoal/wood stove,yes,1,40
257,kerosene stove,no,,
257,modern bed,yes,1,800
257,sofa/couch,no,,
257,modern chair,no,,
257,modern table,no,,
257,radio,no,,
257,television,no,,
257,electric fan,no,,
257,mobile phone,yes,1,600
257,bicycle,no,,
257,motorbike,no,,
257,car or truck,no,,
257,grain mill house,no,,
257,sewing machine,no,,
258,axe(metrebia),yes,3,250
258,pick-axe (doma),yes,1,80
258,sickle,yes,2,180
258,plough (include all related parts),yes,2,200
258,yoke,yes,2,120
258,hay fork,yes,2,200
258,shovel,yes,2,150
258,hoe,yes,2,100
258,winnower,yes,2,300
258,horse/donkey cart for agriculture,no,,
258,water pump,no,,
258,tractor/hand-held motorized tiller,no,,
258,chemical sprayer (mercha),no,,
258,improved charcoal/wood stove,yes,1,30
258,kerosene stove,no,,
258,modern bed,no,,
258,sofa/couch,no,,
258,modern chair,no,,
258,modern table,yes,4,500
258,radio,yes,1,400
258,television,no,,
258,electric fan,no,,
258,mobile phone,no,,
258,bicycle,no,,
258,motorbike,no,,
258,car or truck,no,,
258,grain mill house,no,,
258,sewing machine,no,,
259,axe(metrebia),yes,3,120
259,pick-axe (doma),no,,
259,sickle,yes,3,210
259,plough (include all related parts),yes,2,320
259,yoke,yes,2,200
259,hay fork,yes,2,120
259,shovel,yes,2,140
259,hoe,yes,1,60
259,winnower,yes,3,240
259,horse/donkey cart for agriculture,no,,
259,water pump,no,,
259,tractor/hand-held motorized tiller,no,,
259,chemical sprayer (mercha),no,,
259,improved charcoal/wood stove,yes,1,60
259,kerosene stove,no,,
259,modern bed,no,,
259,sofa/couch,no,,
259,modern chair,no,,
259,modern table,no,,
259,radio,no,,
259,television,no,,
259,electric fan,no,,
259,mobile phone,no,,
259,bicycle,no,,
259,motorbike,no,,
259,car or truck,no,,
259,grain mill house,no,,
259,sewing machine,no,,
260,axe(metrebia),yes,2,60
260,pick-axe (doma),yes,1,25
260,sickle,yes,3,150
260,plough (include all related parts),yes,3,240
260,yoke,yes,3,120
260,hay fork,yes,2,100
260,shovel,no,,
260,hoe,yes,1,70
260,winnower,yes,2,100
260,horse/donkey cart for agriculture,no,,
260,water pump,no,,
260,tractor/hand-held motorized tiller,no,,
260,chemical sprayer (mercha),yes,1,800
260,improved charcoal/wood stove,no,,
260,kerosene stove,no,,
260,modern bed,yes,2,2000
260,sofa/couch,no,,
260,modern chair,no,,
260,modern table,yes,1,200
260,radio,yes,1,200
260,television,no,,
260,electric fan,no,,
260,mobile phone,yes,1,200
260,bicycle,no,,
260,motorbike,no,,
260,car or truck,no,,
260,grain mill house,no,,
260,sewing machine,no,,
262,axe(metrebia),yes,2,120
262,pick-axe (doma),yes,1,50
262,sickle,yes,2,100
262,plough (include all related parts),yes,2,200
262,yoke,yes,2,200
262,hay fork,yes,2,140
262,shovel,yes,2,120
262,hoe,yes,1,50
262,winnower,yes,2,140
262,horse/donkey cart for agriculture,no,,
262,water pump,no,,
262,tractor/hand-held motorized tiller,no,,
262,chemical sprayer (mercha),yes,1,400
262,improved charcoal/wood stove,yes,1,40
262,kerosene stove,no,,
262,modern bed,yes,1,1000
262,sofa/couch,no,,
262,modern chair,yes,4,260
262,modern table,yes,1,100
262,radio,yes,1,300
262,television,no,,
262,electric fan,no,,
262,mobile phone,yes,1,500
262,bicycle,no,,
262,motorbike,no,,
262,car or truck,no,,
262,grain mill house,no,,
262,sewing machine,no,,
263,axe(metrebia),yes,3,75
263,pick-axe (doma),yes,1,20
263,sickle,yes,1,20
263,plough (include all related parts),yes,5,1000
263,yoke,yes,2,140
263,hay fork,no,,
263,shovel,no,,
263,hoe,no,,
263,winnower,yes,2,200
263,horse/donkey cart for agriculture,yes,1,150
263,water pump,no,,
263,tractor/hand-held motorized tiller,no,,
263,chemical sprayer (mercha),yes,1,600
263,improved charcoal/wood stove,yes,1,50
263,kerosene stove,no,,
263,modern bed,yes,1,400
263,sofa/couch,no,,
263,modern chair,no,,
263,modern table,no,,
263,radio,yes,1,300
263,television,no,,
263,electric fan,no,,
263,mobile phone,yes,1,400
263,bicycle,yes,1,400
263,motorbike,no,,
263,car or truck,no,,
263,grain mill house,no,,
263,sewing machine,no,,
264,axe(metrebia),yes,1,100
264,pick-axe (doma),no,,
264,sickle,yes,1,80
264,plough (include all related parts),yes,1,120
264,yoke,yes,1,70
264,hay fork,yes,1,50
264,shovel,yes,1,40
264,hoe,yes,1,60
264,winnower,yes,2,100
264,horse/donkey cart for agriculture,no,,
264,water pump,no,,
264,tractor/hand-held motorized tiller,no,,
264,chemical sprayer (mercha),no,,
264,improved charcoal/wood stove,yes,1,40
264,kerosene stove,no,,
264,modern bed,no,,
264,sofa/couch,no,,
264,modern chair,no,,
264,modern table,no,,
264,radio,yes,1,170
264,television,no,,
264,electric fan,no,,
264,mobile phone,no,,
264,bicycle,no,,
264,motorbike,no,,
264,car or truck,no,,
264,grain mill house,no,,
264,sewing machine,no,,
265,axe(metrebia),yes,3,120
265,pick-axe (doma),yes,3,110
265,sickle,yes,2,80
265,plough (include all related parts),yes,3,450
265,yoke,yes,3,150
265,hay fork,yes,4,400
265,shovel,yes,2,200
265,hoe,yes,2,200
265,winnower,yes,5,500
265,horse/donkey cart for agriculture,no,,
265,water pump,no,,
265,tractor/hand-held motorized tiller,no,,
265,chemical sprayer (mercha),yes,1,300
265,improved charcoal/wood stove,yes,1,40
265,kerosene stove,no,,
265,modern bed,yes,2,4000
265,sofa/couch,no,,
265,modern chair,yes,4,800
265,modern table,yes,1,300
265,radio,yes,1,300
265,television,no,,
265,electric fan,no,,
265,mobile phone,yes,1,400
265,bicycle,no,,
265,motorbike,no,,
265,car or truck,no,,
265,grain mill house,no,,
265,sewing machine,no,,
266,axe(metrebia),yes,1,100
266,pick-axe (doma),yes,4,160
266,sickle,yes,1,100
266,plough (include all related parts),yes,4,400
266,yoke,yes,4,200
266,hay fork,yes,4,350
266,shovel,yes,3,150
266,hoe,yes,2,100
266,winnower,yes,3,300
266,horse/donkey cart for agriculture,no,,
266,water pump,no,,
266,tractor/hand-held motorized tiller,no,,
266,chemical sprayer (mercha),yes,1,400
266,improved charcoal/wood stove,yes,1,40
266,kerosene stove,no,,
266,modern bed,no,,
266,sofa/couch,no,,
266,modern chair,no,,
266,modern table,yes,1,800
266,radio,no,,
266,television,no,,
266,electric fan,no,,
266,mobile phone,yes,1,400
266,bicycle,no,,
266,motorbike,no,,
266,car or truck,no,,
266,grain mill house,no,,
266,sewing machine,no,,
267,axe(metrebia),yes,30,2
267,pick-axe (doma),no,,
267,sickle,no,,
267,plough (include all related parts),yes,1,100
267,yoke,yes,1,80
267,hay fork,yes,1,150
267,shovel,yes,2,120
267,hoe,no,,
267,winnower,yes,2,150
267,horse/donkey cart for agriculture,no,,
267,water pump,no,,
267,tractor/hand-held motorized tiller,no,,
267,chemical sprayer (mercha),no,,
267,improved charcoal/wood stove,no,,
267,kerosene stove,no,,
267,modern bed,no,,
267,sofa/couch,no,,
267,modern chair,no,,
267,modern table,no,,
267,radio,yes,1,200
267,television,no,,
267,electric fan,no,,
267,mobile phone,no,,
267,bicycle,no,,
267,motorbike,no,,
267,car or truck,no,,
267,grain mill house,no,,
267,sewing machine,no,,
268,axe(metrebia),yes,10,250
268,pick-axe (doma),yes,15,450
268,sickle,yes,6,150
268,plough (include all related parts),yes,7,1400
268,yoke,yes,20,1600
268,hay fork,yes,15,1200
268,shovel,yes,10,400
268,hoe,yes,5,900
268,winnower,yes,10,600
268,horse/donkey cart for agriculture,yes,2,800
268,water pump,yes,1,10000
268,tractor/hand-held motorized tiller,no,,
268,chemical sprayer (mercha),yes,2,1800
268,improved charcoal/wood stove,yes,2,60
268,kerosene stove,yes,2,500
268,modern bed,yes,2,2500
268,sofa/couch,no,,
268,modern chair,yes,1,1500
268,modern table,yes,1,400
268,radio,yes,1,600
268,television,no,,
268,electric fan,no,,
268,mobile phone,yes,1,700
268,bicycle,no,,
268,motorbike,yes,1,23000
268,car or truck,no,,
268,grain mill house,no,,
268,sewing machine,no,,
269,axe(metrebia),yes,2,80
269,pick-axe (doma),yes,1,50
269,sickle,no,,
269,plough (include all related parts),yes,2,200
269,yoke,yes,2,120
269,hay fork,yes,1,80
269,shovel,yes,1,50
269,hoe,yes,1,40
269,winnower,yes,2,140
269,horse/donkey cart for agriculture,yes,1,1400
269,water pump,no,,
269,tractor/hand-held motorized tiller,no,,
269,chemical sprayer (mercha),no,,
269,improved charcoal/wood stove,yes,1,40
269,kerosene stove,no,,
269,modern bed,no,,
269,sofa/couch,no,,
269,modern chair,no,,
269,modern table,no,,
269,radio,yes,1,200
269,television,no,,
269,electric fan,no,,
269,mobile phone,no,,
269,bicycle,no,,
269,motorbike,no,,
269,car or truck,no,,
269,grain mill house,no,,
269,sewing machine,no,,
270,axe(metrebia),yes,4,400
270,pick-axe (doma),yes,3,250
270,sickle,yes,2,180
270,plough (include all related parts),yes,2,250
270,yoke,yes,2,200
270,hay fork,yes,2,120
